county,state,households_SOURCE_Census_ACS_5yr_B19001,"share_income_above_59,865_DERIVED_interpolated",est_share_fico_ge670_state_DERIVED_ESTIMATE,addressable_households_DERIVED (hh x income share x credit share)
"Adair County, OK",OK,7133,0.3837,0.657,1798
"Covington County, MS",MS,7323,0.4084,0.6006,1796
"Sitka City and Borough, AK",AK,3440,0.7275,0.7156,1791
"Cleburne County, AL",AL,5980,0.4695,0.6351,1783
"Montgomery County, MO",MO,4640,0.5467,0.7024,1782
"Cumberland County, IL",IL,4177,0.5954,0.7156,1780
"Nemaha County, KS",KS,4031,0.615,0.7156,1774
"Murray County, OK",OK,4956,0.5449,0.657,1774
"Rock County, MN",MN,4035,0.5851,0.7504,1772
"Smith County, MS",MS,5592,0.5255,0.6006,1765
"Stevens County, MN",MN,3889,0.604,0.7504,1763
"Drew County, AR",AR,7196,0.372,0.657,1759
"Mountrail County, ND",ND,3901,0.616,0.7321,1759
"Appling County, GA",GA,7178,0.3825,0.6402,1758
"Stillwater County, MT",MT,3810,0.6296,0.7321,1756
"Alcona County, MI",MI,5305,0.4653,0.7106,1754
"Montgomery County, IA",IA,4585,0.5245,0.7288,1753
"Macon County, AL",AL,7237,0.3809,0.6351,1751
"Attala County, MS",MS,6627,0.4393,0.6006,1748
"Franklin Parish, LA",LA,7525,0.3713,0.6254,1747
"Trinity County, TX",TX,6078,0.4484,0.6402,1745
"Linn County, MO",MO,4801,0.5172,0.7024,1744
"Ashley County, AR",AR,7356,0.3604,0.657,1742
"Appanoose County, IA",IA,5199,0.4598,0.7288,1742
"San Juan County, UT",UT,4555,0.5245,0.7288,1741
"Red Willow County, NE",NE,4504,0.5294,0.7288,1738
"Big Horn County, WY",WY,4460,0.5412,0.7189,1735
"Clay County, KY",KY,7288,0.3452,0.6892,1734
"Monroe County, AL",AL,7363,0.3705,0.6351,1733
"Pickens County, AL",AL,6764,0.4033,0.6351,1732
"Caldwell County, KY",KY,5025,0.4998,0.6892,1731
"Vinton County, OH",OH,5328,0.4608,0.704,1729
"Clay County, TX",TX,4289,0.6286,0.6402,1726
"Marshall County, MN",MN,3781,0.6074,0.7504,1723
"Humboldt County, IA",IA,4219,0.5601,0.7288,1722
"Lawrence County, KY",KY,6342,0.3931,0.6892,1718
"Lewis County, TN",TN,5387,0.4633,0.6875,1716
"Comanche County, TX",TX,5355,0.5005,0.6402,1716
"Estill County, KY",KY,5975,0.4165,0.6892,1715
"Madison County, MT",MT,3740,0.6256,0.7321,1713
"Washington County, KY",KY,4852,0.5116,0.6892,1711
"Fleming County, KY",KY,5859,0.4236,0.6892,1710
"Clay County, AL",AL,5820,0.4625,0.6351,1709
"Clay County, NC",NC,5081,0.4846,0.6941,1709
"Pipestone County, MN",MN,3971,0.5712,0.7504,1702
"Greene County, IL",IL,4452,0.5314,0.7156,1693
"Madison County, TX",TX,4225,0.6247,0.6402,1690
"Mathews County, VA",VA,3987,0.5909,0.7172,1690
"Rains County, TX",TX,4856,0.5431,0.6402,1688
"Webster County, KY",KY,4923,0.4971,0.6892,1687
"Wayne County, TN",TN,5982,0.4099,0.6875,1686
"Sabine County, TX",TX,4649,0.5661,0.6402,1685
"Holt County, NE",NE,4050,0.5694,0.7288,1681
"Cedar County, MO",MO,5773,0.4141,0.7024,1679
"Hardy County, WV",WV,5954,0.4138,0.6809,1678
"Buchanan County, VA",VA,7530,0.3092,0.7172,1670
"Lawrence County, AR",AR,6613,0.3831,0.657,1665
"Jefferson County, GA",GA,5751,0.4517,0.6402,1663
"LaSalle Parish, LA",LA,5049,0.5265,0.6254,1663
"Charlotte County, VA",VA,4704,0.4923,0.7172,1661
"Boise County, ID",ID,3593,0.6313,0.7305,1657
"Mercer County, ND",ND,3594,0.629,0.7321,1655
"Clay County, AR",AR,6021,0.4182,0.657,1654
"Cheyenne County, NE",NE,4464,0.5082,0.7288,1653
"Cuming County, NE",NE,3807,0.5954,0.7288,1652
"Blackford County, IN",IN,5173,0.4551,0.699,1646
"Lunenburg County, VA",VA,4771,0.4805,0.7172,1644
"Willacy County, TX",TX,5691,0.451,0.6402,1643
"Fayette County, AL",AL,6255,0.4125,0.6351,1639
"Wabash County, IL",IL,4740,0.4826,0.7156,1637
"Sunflower County, MS",MS,8034,0.3384,0.6006,1633
"Ben Hill County, GA",GA,7082,0.3593,0.6402,1629
"Sevier County, AR",AR,5622,0.4407,0.657,1628
"Jasper County, IL",IL,3751,0.6065,0.7156,1628
"Casey County, KY",KY,6482,0.3642,0.6892,1627
"Prowers County, CO",CO,4733,0.4696,0.7305,1624
"Brooks County, GA",GA,6052,0.4184,0.6402,1621
"Marshall County, KS",KS,4176,0.5425,0.7156,1621
"Todd County, KY",KY,4559,0.516,0.6892,1621
"Beaverhead County, MT",MT,4201,0.5265,0.7321,1619
"Lake County, CO",CO,3020,0.7325,0.7305,1616
"Dickenson County, VA",VA,5935,0.3787,0.7172,1612
"Murray County, MN",MN,3609,0.5938,0.7504,1608
"Union County, FL",FL,4316,0.5398,0.6892,1606
"Crawford County, GA",GA,4441,0.565,0.6402,1606
"Butler County, NE",NE,3524,0.625,0.7288,1605
"Turner County, SD",SD,3568,0.6124,0.7338,1603
"Dixie County, FL",FL,6236,0.3727,0.6892,1602
"Edmonson County, KY",KY,5099,0.4557,0.6892,1601
"Sublette County, WY",WY,3693,0.6005,0.7189,1594
"Gilpin County, CO",CO,3122,0.6975,0.7305,1591
"Wayne County, MS",MS,7681,0.3448,0.6006,1591
"Martinsville city, VA",VA,5711,0.3876,0.7172,1588
"Nolan County, TX",TX,5886,0.4208,0.6402,1586
"Ralls County, MO",MO,3970,0.5671,0.7024,1581
"Grand Isle County, VT",VT,3140,0.677,0.7438,1581
"Traill County, ND",ND,3333,0.6459,0.7321,1576
"DeKalb County, MO",MO,3732,0.5997,0.7024,1572
"Palo Alto County, IA",IA,3782,0.5689,0.7288,1568
"Calhoun County, IA",IA,3993,0.5377,0.7288,1565
"Wayne County, NE",NE,3753,0.5723,0.7288,1565
"Swift County, MN",MN,4121,0.5048,0.7504,1561
"Colfax County, NM",NM,5368,0.4247,0.6842,1560
"Platte County, WY",WY,3848,0.5631,0.7189,1558
"Phelps County, NE",NE,3916,0.5454,0.7288,1557
"Emery County, UT",UT,3453,0.6189,0.7288,1557
"Pemiscot County, MO",MO,6333,0.3497,0.7024,1556
"Noble County, OH",OH,4619,0.478,0.704,1554
"Bledsoe County, TN",TN,4858,0.4647,0.6875,1552
"Johnson County, IL",IL,4101,0.528,0.7156,1550
"Essex County, VA",VA,4447,0.486,0.7172,1550
"Monona County, IA",IA,3878,0.5481,0.7288,1549
"Fall River County, SD",SD,3632,0.5806,0.7338,1547
"Deer Lodge County, MT",MT,4473,0.4709,0.7321,1542
"Lee County, SC",SC,6351,0.3563,0.6809,1541
"Greene County, IA",IA,3922,0.5376,0.7288,1537
"Howard County, IA",IA,3773,0.559,0.7288,1537
"Gates County, NC",NC,4192,0.5283,0.6941,1537
"Keokuk County, IA",IA,4068,0.5181,0.7288,1536
"Owen County, KY",KY,4252,0.5241,0.6892,1536
"Jasper County, MS",MS,6647,0.3849,0.6006,1536
"Madison County, MO",MO,4683,0.4669,0.7024,1536
"West Feliciana Parish, LA",LA,4026,0.6092,0.6254,1534
"Emmet County, IA",IA,4063,0.5175,0.7288,1532
"Kane County, UT",UT,3456,0.6074,0.7288,1530
"Franklin County, IA",IA,4198,0.4999,0.7288,1529
"Dawson County, MT",MT,3615,0.5773,0.7321,1528
"Lamb County, TX",TX,4677,0.5104,0.6402,1528
"Johnson County, WY",WY,3932,0.5405,0.7189,1528
"Forest County, WI",WI,4006,0.5116,0.7438,1525
"Atoka County, OK",OK,4975,0.466,0.657,1523
"Karnes County, TX",TX,4730,0.5028,0.6402,1523
"Linn County, KS",KS,4348,0.4889,0.7156,1521
"Morris County, TX",TX,4895,0.4853,0.6402,1521
"Yuma County, CO",CO,4078,0.5098,0.7305,1519
"Warren County, IN",IN,3359,0.6467,0.699,1518
"Grant County, WV",WV,4393,0.5066,0.6809,1515
"Sussex County, VA",VA,3785,0.5573,0.7172,1513
"Cedar County, NE",NE,3444,0.6026,0.7288,1512
"Jackson County, AR",AR,6076,0.377,0.657,1505
"Somervell County, TX",TX,3713,0.6333,0.6402,1505
"Bath County, KY",KY,4698,0.4638,0.6892,1502
"Keith County, NE",NE,4051,0.5088,0.7288,1502
"Brewster County, TX",TX,4951,0.4737,0.6402,1502
"Camp County, TX",TX,4817,0.4869,0.6402,1502
"Switzerland County, IN",IN,3875,0.5528,0.699,1497
"Concordia Parish, LA",LA,6778,0.3526,0.6254,1495
"Martin County, IN",IN,3904,0.5467,0.699,1492
"Montmorency County, MI",MI,4921,0.4253,0.7106,1487
"Alleghany County, NC",NC,5177,0.413,0.6941,1484
"Benewah County, ID",ID,4072,0.4981,0.7305,1482
"Coffey County, KS",KS,3545,0.5843,0.7156,1482
"Bleckley County, GA",GA,4465,0.5178,0.6402,1480
"Coahoma County, MS",MS,8404,0.2931,0.6006,1479
"Noble County, OK",OK,4147,0.543,0.657,1479
"Greenlee County, AZ",AZ,3591,0.5922,0.6925,1473
"Craig County, OK",OK,5190,0.432,0.657,1473
"Chugach Census Area, AK",AK,2861,0.7185,0.7156,1471
"Franklin County, TX",TX,3897,0.5898,0.6402,1471
"Ward County, TX",TX,4388,0.5235,0.6402,1471
"Knott County, KY",KY,5521,0.386,0.6892,1469
"Roberts County, SD",SD,3625,0.5516,0.7338,1467
"Wilbarger County, TX",TX,4778,0.4793,0.6402,1466
"Washita County, OK",OK,4131,0.5376,0.657,1459
"Lucas County, IA",IA,3708,0.5375,0.7288,1453
"Monroe County, WV",WV,4619,0.461,0.6809,1450
"Little River County, AR",AR,4820,0.4568,0.657,1446
"Chickasaw County, MS",MS,6674,0.3596,0.6006,1441
"Lewis County, KY",KY,5019,0.4148,0.6892,1435
"Ochiltree County, TX",TX,3680,0.6088,0.6402,1434
"Butler County, KY",KY,4567,0.454,0.6892,1429
"Choctaw County, OK",OK,5923,0.3672,0.657,1429
"Heard County, GA",GA,4309,0.5178,0.6402,1428
"Bollinger County, MO",MO,3941,0.516,0.7024,1428
"Brown County, KS",KS,3794,0.5254,0.7156,1427
"Lake County, MI",MI,5190,0.3869,0.7106,1427
"Jones County, NC",NC,4125,0.4981,0.6941,1426
"Worth County, IA",IA,3178,0.6151,0.7288,1425
"Monroe County, KY",KY,4645,0.4434,0.6892,1420
"Clay County, KS",KS,3522,0.5624,0.7156,1417
"Caldwell County, MO",MO,3769,0.5346,0.7024,1415
"Rappahannock County, VA",VA,2985,0.6611,0.7172,1415
"McIntosh County, GA",GA,5067,0.4353,0.6402,1412
"Carroll County, KY",KY,4178,0.4898,0.6892,1410
"Screven County, GA",GA,4932,0.4456,0.6402,1407
"Reeves County, TX",TX,4224,0.5199,0.6402,1406
"Rice County, KS",KS,3714,0.5287,0.7156,1405
"Jackson County, TN",TN,4795,0.4256,0.6875,1403
"Love County, OK",OK,3899,0.5461,0.657,1399
"Washakie County, WY",WY,3394,0.573,0.7189,1398
"Trousdale County, TN",TN,3700,0.5467,0.6875,1391
"Crawford County, IN",IN,4582,0.4326,0.699,1385
"Choctaw County, AL",AL,5255,0.4148,0.6351,1384
"Davis County, IA",IA,3201,0.5928,0.7288,1383
"Live Oak County, TX",TX,4358,0.4952,0.6402,1382
"Roane County, WV",WV,5704,0.3557,0.6809,1382
"Washington County, ID",ID,4202,0.4496,0.7305,1380
"Morgan County, KY",KY,4882,0.4098,0.6892,1379
"Rolette County, ND",ND,3769,0.499,0.7321,1377
"Pepin County, WI",WI,3046,0.6051,0.7438,1371
"McCormick County, SC",SC,4199,0.4788,0.6809,1369
"Braxton County, WV",WV,4790,0.4195,0.6809,1368
"Charlton County, GA",GA,4215,0.5065,0.6402,1367
"Clearwater County, MN",MN,3339,0.5443,0.7504,1364
"Weston County, WY",WY,2848,0.665,0.7189,1362
"McLean County, KY",KY,3641,0.542,0.6892,1360
"Mississippi County, MO",MO,4482,0.4308,0.7024,1356
"Kearney County, NE",NE,2814,0.6593,0.7288,1352
"Barton County, MO",MO,4454,0.4315,0.7024,1350
"Monroe County, IA",IA,3089,0.5992,0.7288,1349
"Jackson County, KY",KY,5122,0.3818,0.6892,1348
"Howard County, MO",MO,3585,0.5352,0.7024,1348
"Lamar County, AL",AL,5086,0.4158,0.6351,1343
"Jackson Parish, LA",LA,5576,0.3848,0.6254,1342
"Wallowa County, OR",OR,3387,0.541,0.7321,1341
"Knox County, NE",NE,3422,0.5374,0.7288,1340
"Phillips County, AR",AR,6023,0.338,0.657,1338
"Benton County, IN",IN,3454,0.5531,0.699,1335
"Clearwater County, ID",ID,3636,0.5011,0.7305,1331
"Hancock County, KY",KY,3638,0.5303,0.6892,1330
"Franklin city, VA",VA,3454,0.5368,0.7172,1330
"Douglas County, MO",MO,4654,0.4064,0.7024,1328
"Anderson County, KS",KS,3208,0.5775,0.7156,1326
"Cloud County, KS",KS,3819,0.485,0.7156,1326
"Lyon County, KY",KY,3419,0.5623,0.6892,1325
"Hale County, AL",AL,5642,0.3695,0.6351,1324
"Glacier County, MT",MT,4291,0.4211,0.7321,1323
"Pratt County, KS",KS,3468,0.5322,0.7156,1321
"Alger County, MI",MI,3531,0.5264,0.7106,1321
"Schoolcraft County, MI",MI,3890,0.4777,0.7106,1321
"Big Horn County, MT",MT,3827,0.4715,0.7321,1321
"Richmond County, VA",VA,3177,0.5799,0.7172,1321
"Charles City County, VA",VA,2911,0.6325,0.7172,1320
"Thomas County, KS",KS,3139,0.5872,0.7156,1319
"Clarke County, MS",MS,5945,0.3693,0.6006,1319
"Crenshaw County, AL",AL,5233,0.3966,0.6351,1318
"Dooly County, GA",GA,4031,0.5104,0.6402,1317
"Merrick County, NE",NE,3205,0.5628,0.7288,1315
"Lake County, OR",OR,3480,0.5146,0.7321,1311
"Howard County, AR",AR,5098,0.3907,0.657,1309
"Walthall County, MS",MS,5290,0.4114,0.6006,1307
"White Pine County, NV",NV,3359,0.5713,0.6809,1307
"Cumberland County, VA",VA,4010,0.4541,0.7172,1306
"Calhoun County, MS",MS,5611,0.3868,0.6006,1304
"Yalobusha County, MS",MS,4996,0.4343,0.6006,1303
"Adair County, IA",IA,3236,0.5517,0.7288,1301
"Richardson County, NE",NE,3554,0.5019,0.7288,1300
"Lac qui Parle County, MN",MN,2924,0.591,0.7504,1297
"Carroll County, MO",MO,3522,0.5242,0.7024,1297
"Ouray County, CO",CO,2623,0.6749,0.7305,1293
"Perry County, AR",AR,4094,0.4803,0.657,1292
"Calhoun County, FL",FL,4636,0.404,0.6892,1291
"St. Clair County, MO",MO,4071,0.4505,0.7024,1288
"Archer County, TX",TX,3468,0.5802,0.6402,1288
"Grant County, SD",SD,3029,0.5784,0.7338,1286
"Runnels County, TX",TX,3809,0.5271,0.6402,1285
"Izard County, AR",AR,5232,0.3736,0.657,1284
"Hutchinson County, SD",SD,2908,0.6017,0.7338,1284
"Coosa County, AL",AL,4418,0.456,0.6351,1279
"Hamilton County, IL",IL,3387,0.5275,0.7156,1279
"Crook County, WY",WY,2907,0.612,0.7189,1279
"Washington County, NC",NC,4744,0.3878,0.6941,1277
"Wilson County, KS",KS,3517,0.5065,0.7156,1275
"Parmer County, TX",TX,3231,0.6163,0.6402,1275
"Valley County, MT",MT,2951,0.5891,0.7321,1273
"Carroll County, MS",MS,4258,0.4974,0.6006,1272
"Bracken County, KY",KY,3364,0.5483,0.6892,1271
"Red River County, TX",TX,4978,0.3989,0.6402,1271
"Sierra County, NM",NM,5440,0.3413,0.6842,1270
"Grundy County, TN",TN,5161,0.3575,0.6875,1269
"Trimble County, KY",KY,3382,0.543,0.6892,1266
"Haskell County, OK",OK,4584,0.4204,0.657,1266
"Glades County, FL",FL,4500,0.4075,0.6892,1264
"Jeff Davis County, GA",GA,5484,0.3573,0.6402,1255
"Cook County, MN",MN,2710,0.6156,0.7504,1252
"Bottineau County, ND",ND,2674,0.6381,0.7321,1249
"Rio Blanco County, CO",CO,2805,0.6086,0.7305,1247
"Dawson County, TX",TX,4043,0.4815,0.6402,1246
"Decatur County, TN",TN,4568,0.3963,0.6875,1245
"Union County, IN",IN,2940,0.6053,0.699,1244
"Grant County, OR",OR,3444,0.4925,0.7321,1242
"Newton County, TX",TX,4841,0.3994,0.6402,1238
"Powell County, KY",KY,4790,0.3746,0.6892,1237
"Pembina County, ND",ND,2973,0.5676,0.7321,1235
"Livingston County, KY",KY,3603,0.4957,0.6892,1231
"Major County, OK",OK,3182,0.5889,0.657,1231
"Winn Parish, LA",LA,4790,0.4103,0.6254,1229
"Early County, GA",GA,4114,0.4652,0.6402,1225
"Nome Census Area, AK",AK,2816,0.6069,0.7156,1223
"Gallatin County, KY",KY,3265,0.5432,0.6892,1222
"Grundy County, MO",MO,3907,0.4434,0.7024,1217
"Webster County, MS",MS,4073,0.4969,0.6006,1216
"Metcalfe County, KY",KY,4100,0.4299,0.6892,1215
"Custer County, CO",CO,2672,0.6211,0.7305,1212
"Green County, KY",KY,4421,0.3969,0.6892,1209
"Norman County, MN",MN,2700,0.5924,0.7504,1200
"Ballard County, KY",KY,3209,0.5415,0.6892,1198
"Maries County, MO",MO,3428,0.4975,0.7024,1198
"Perry County, TN",TN,3610,0.4814,0.6875,1195
"Surry County, VA",VA,2830,0.5872,0.7172,1192
"Breathitt County, KY",KY,5464,0.3159,0.6892,1190
"Wilkin County, MN",MN,2655,0.5971,0.7504,1190
"Charles Mix County, SD",SD,3032,0.5349,0.7338,1190
"Doniphan County, KS",KS,2724,0.6102,0.7156,1189
"Beaver County, UT",UT,2518,0.6479,0.7288,1189
"Pierce County, NE",NE,2842,0.5736,0.7288,1188
"Broadwater County, MT",MT,2822,0.5744,0.7321,1187
"Wabaunsee County, KS",KS,2684,0.6167,0.7156,1184
"King and Queen County, VA",VA,3003,0.5492,0.7172,1183
"Pushmataha County, OK",OK,4431,0.4057,0.657,1181
"Socorro County, NM",NM,5269,0.3274,0.6842,1180
"Blaine County, OK",OK,3381,0.531,0.657,1180
"Baraga County, MI",MI,3433,0.4824,0.7106,1177
"Yoakum County, TX",TX,2612,0.7037,0.6402,1177
"Fremont County, IA",IA,2823,0.5714,0.7288,1176
"Russell County, KS",KS,3100,0.5298,0.7156,1175
"Iron County, MO",MO,3861,0.4333,0.7024,1175
"Pike County, AR",AR,4082,0.4378,0.657,1174
"Ida County, IA",IA,3050,0.5277,0.7288,1173
"Wayne County, MO",MO,4623,0.3611,0.7024,1172
"Stone County, AR",AR,5262,0.3385,0.657,1170
"Summers County, WV",WV,4680,0.3671,0.6809,1170
"Iron County, WI",WI,3109,0.5062,0.7438,1170
"Moody County, SD",SD,2559,0.6224,0.7338,1169
"Modoc County, CA",CA,3267,0.4985,0.7172,1168
"Kit Carson County, CO",CO,2896,0.5468,0.7305,1157
"Tyler County, WV",WV,3296,0.5144,0.6809,1155
"Wilkes County, GA",GA,4133,0.4345,0.6402,1150
"Stephens County, TX",TX,3623,0.494,0.6402,1146
"Johnston County, OK",OK,3891,0.4477,0.657,1145
"Hamlin County, SD",SD,2194,0.7112,0.7338,1145
"Daviess County, MO",MO,3020,0.5393,0.7024,1144
"Clay County, NE",NE,2490,0.6298,0.7288,1143
"Houston County, TN",TN,3353,0.494,0.6875,1139
"Marion County, TX",TX,4207,0.4227,0.6402,1138
"Nowata County, OK",OK,3686,0.4688,0.657,1135
"Pocahontas County, IA",IA,3000,0.518,0.7288,1133
"McCook County, SD",SD,2221,0.6932,0.7338,1130
"Kingman County, KS",KS,3166,0.4978,0.7156,1128
"Perry County, MS",MS,4647,0.402,0.6006,1122
"Dawes County, NE",NE,3453,0.4457,0.7288,1122
"North Slope Borough, AK",AK,2281,0.6854,0.7156,1119
"Lewis County, MO",MO,3185,0.5004,0.7024,1119
"Jefferson County, NE",NE,3136,0.4893,0.7288,1118
"Hughes County, OK",OK,4034,0.422,0.657,1118
"Monroe County, MO",MO,3468,0.4565,0.7024,1112
"Grant County, MN",MN,2490,0.594,0.7504,1110
"McDowell County, WV",WV,6467,0.252,0.6809,1110
"Candler County, GA",GA,4152,0.417,0.6402,1108
"Grant County, KS",KS,2379,0.6486,0.7156,1104
"Oscoda County, MI",MI,3788,0.4096,0.7106,1102
"Okfuskee County, OK",OK,4009,0.4185,0.657,1102
"Burt County, NE",NE,2929,0.5151,0.7288,1100
"Harney County, OR",OR,3129,0.4803,0.7321,1100
"McCreary County, KY",KY,5861,0.2712,0.6892,1096
"Decatur County, IA",IA,3055,0.4906,0.7288,1092
"Ransom County, ND",ND,2337,0.6379,0.7321,1091
"Putnam County, IL",IL,2465,0.6168,0.7156,1088
"Lemhi County, ID",ID,3458,0.4299,0.7305,1086
"Ripley County, MO",MO,4002,0.3858,0.7024,1085
"Greene County, MS",MS,4109,0.4389,0.6006,1083
"Ferry County, WA",WA,3169,0.4625,0.7388,1083
"Chariton County, MO",MO,2681,0.5744,0.7024,1082
"Greensville County, VA",VA,3199,0.4715,0.7172,1082
"Fulton County, AR",AR,4757,0.3459,0.657,1081
"Antelope County, NE",NE,2636,0.5629,0.7288,1081
"Howard County, NE",NE,2504,0.5918,0.7288,1080
"Southeast Fairbanks Census Area, AK",AK,2497,0.6028,0.7156,1077
"Roosevelt County, MT",MT,3091,0.4761,0.7321,1077
"Van Buren County, IA",IA,2896,0.5098,0.7288,1076
"Bamberg County, SC",SC,4644,0.3404,0.6809,1076
"Lincoln County, AR",AR,3592,0.4552,0.657,1074
"Bienville Parish, LA",LA,5556,0.3067,0.6254,1066
"Nemaha County, NE",NE,2847,0.5136,0.7288,1066
"Stanton County, NE",NE,2313,0.6326,0.7288,1066
"Winkler County, TX",TX,2762,0.6021,0.6402,1065
"Crittenden County, KY",KY,3543,0.4357,0.6892,1064
"Terry County, TX",TX,4297,0.386,0.6402,1062
"Bacon County, GA",GA,4204,0.3941,0.6402,1061
"Schuyler County, IL",IL,2734,0.5399,0.7156,1056
"Rosebud County, MT",MT,3070,0.4682,0.7321,1052
"Spink County, SD",SD,2486,0.5751,0.7338,1049
"Graham County, NC",NC,3524,0.4285,0.6941,1048
"Ohio County, IN",IN,2619,0.5714,0.699,1046
"Power County, ID",ID,2815,0.5075,0.7305,1044
"Evans County, GA",GA,4077,0.3994,0.6402,1043
"Osceola County, IA",IA,2634,0.5426,0.7288,1042
"Amite County, MS",MS,5850,0.2962,0.6006,1041
"Irwin County, GA",GA,3589,0.4525,0.6402,1040
"Essex County, VT",VT,2823,0.4949,0.7438,1039
"Quay County, NM",NM,4389,0.3445,0.6842,1035
"Lincoln County, MN",MN,2445,0.5622,0.7504,1032
"Moore County, TN",TN,2739,0.5466,0.6875,1029
"Jack County, TX",TX,2986,0.5385,0.6402,1029
"Fillmore County, NE",NE,2357,0.5979,0.7288,1027
"Ontonagon County, MI",MI,3149,0.4559,0.7106,1020
"Dallam County, TX",TX,2586,0.6157,0.6402,1019
"Ritchie County, WV",WV,3389,0.4414,0.6809,1019
"Harrison County, MO",MO,3195,0.4532,0.7024,1017
"Teton County, MT",MT,2469,0.5616,0.7321,1015
"Sullivan County, PA",PA,2551,0.5561,0.7156,1015
"Magoffin County, KY",KY,4734,0.3108,0.6892,1014
"Seminole County, GA",GA,3767,0.4202,0.6402,1013
"Woods County, OK",OK,3584,0.4303,0.657,1013
"Conejos County, CO",CO,3164,0.4368,0.7305,1010
"Caribou County, ID",ID,2474,0.5591,0.7305,1010
"McHenry County, ND",ND,2244,0.6145,0.7321,1010
"Mitchell County, KS",KS,2680,0.5264,0.7156,1009
"Henderson County, IL",IL,2704,0.5191,0.7156,1004
"Hamilton County, FL",FL,4281,0.3395,0.6892,1002
"McCulloch County, TX",TX,3297,0.4741,0.6402,1001
"Holmes County, MS",MS,6157,0.27,0.6006,998
"Montgomery County, AR",AR,3715,0.4086,0.657,997
"Pulaski County, GA",GA,3575,0.4351,0.6402,996
"St. Helena Parish, LA",LA,4176,0.3815,0.6254,996
"Huerfano County, CO",CO,3100,0.4385,0.7305,993
"West Carroll Parish, LA",LA,3850,0.4122,0.6254,993
"Taylor County, IA",IA,2488,0.5472,0.7288,992
"Saguache County, CO",CO,3397,0.3991,0.7305,990
"Bear Lake County, ID",ID,2278,0.5912,0.7305,984
"Boone County, NE",NE,2191,0.6163,0.7288,984
"Dade County, MO",MO,3057,0.4577,0.7024,983
"Zapata County, TX",TX,4565,0.3365,0.6402,983
"Lexington city, VA",VA,2187,0.6266,0.7172,983
"Prairie County, AR",AR,3256,0.4575,0.657,979
"Ellsworth County, KS",KS,2453,0.5564,0.7156,977
"Powell County, MT",MT,2432,0.547,0.7321,974
"Ottawa County, KS",KS,2408,0.5641,0.7156,972
"Edwards County, IL",IL,2666,0.5072,0.7156,968
"Hamilton County, TX",TX,3120,0.484,0.6402,967
"Gray County, KS",KS,2136,0.6304,0.7156,964
"Ozark County, MO",MO,3709,0.3694,0.7024,962
"Scott County, AR",AR,3985,0.3666,0.657,960
"Shannon County, MO",MO,2882,0.4742,0.7024,960
"Macon County, GA",GA,4142,0.3614,0.6402,958
"Pleasants County, WV",WV,2769,0.5082,0.6809,958
"Wayne County, IA",IA,2565,0.5118,0.7288,957
"Greenwood County, KS",KS,2666,0.5019,0.7156,957
"Nicholas County, KY",KY,2776,0.4996,0.6892,956
"Hamilton County, NY",NY,2423,0.5525,0.7139,956
"Lafayette County, FL",FL,2632,0.5243,0.6892,951
"Carson County, TX",TX,2293,0.6461,0.6402,949
"Clinton County, KY",KY,3854,0.3566,0.6892,947
"Bradley County, AR",AR,3752,0.3836,0.657,946
"Latimer County, OK",OK,3901,0.3693,0.657,946
"Polk County, NE",NE,2114,0.6135,0.7288,945
"Bon Homme County, SD",SD,2418,0.5313,0.7338,943
"Lander County, NV",NV,2129,0.6484,0.6809,940
"Lanier County, GA",GA,3483,0.4213,0.6402,939
"Walworth County, SD",SD,2415,0.528,0.7338,936
"Johnson County, GA",GA,3217,0.4539,0.6402,935
"Terrell County, GA",GA,3383,0.4313,0.6402,934
"Desha County, AR",AR,4610,0.3078,0.657,932
"Washington County, KS",KS,2373,0.5483,0.7156,931
"Caldwell Parish, LA",LA,3716,0.4006,0.6254,931
"Jefferson Davis County, MS",MS,4453,0.3471,0.6006,928
"Sumter County, AL",AL,4823,0.3026,0.6351,927
"Nevada County, AR",AR,3251,0.4341,0.657,927
"Conecuh County, AL",AL,4417,0.3297,0.6351,925
"Lawrence County, MS",MS,4407,0.3491,0.6006,924
"Kingsbury County, SD",SD,2112,0.5958,0.7338,923
"Dixon County, NE",NE,2188,0.5779,0.7288,922
"Coleman County, TX",TX,3343,0.4291,0.6402,918
"Blaine County, MT",MT,2280,0.5475,0.7321,914
"Leslie County, KY",KY,4231,0.3133,0.6892,913
"Oregon County, MO",MO,3380,0.3843,0.7024,912
"Audubon County, IA",IA,2596,0.4814,0.7288,911
"Day County, SD",SD,2371,0.5217,0.7338,908
"Lincoln County, GA",GA,2997,0.4712,0.6402,904
"Big Stone County, MN",MN,2136,0.5625,0.7504,902
"Newton County, AR",AR,3179,0.4299,0.657,898
"Cleveland County, AR",AR,2931,0.464,0.657,894
"Pawnee County, KS",KS,2391,0.5228,0.7156,894
"Mitchell County, TX",TX,2758,0.5055,0.6402,893
"Bland County, VA",VA,2376,0.5233,0.7172,892
"Sherman County, KS",KS,2449,0.5085,0.7156,891
"Kiowa County, OK",OK,3438,0.3943,0.657,891
"Cherry County, NE",NE,2233,0.5471,0.7288,890
"Goliad County, TX",TX,2811,0.4943,0.6402,890
"Montgomery County, GA",GA,3143,0.4403,0.6402,886
"Twiggs County, GA",GA,2888,0.4794,0.6402,886
"Morris County, KS",KS,2550,0.485,0.7156,885
"Chicot County, AR",AR,3965,0.3393,0.657,884
