county,state,households_SOURCE_Census_ACS_5yr_B19001,"share_income_above_37,415_DERIVED_interpolated",est_share_fico_ge670_state_DERIVED_ESTIMATE,addressable_households_DERIVED (hh x income share x credit share)
"Black Hawk County, IA",IA,54563,0.7434,0.7288,29562
"Sheboygan County, WI",WI,49725,0.7977,0.7438,29503
"Kendall County, IL",IL,45372,0.908,0.7156,29482
"Missoula County, MT",MT,52679,0.7631,0.7321,29430
"Randall County, TX",TX,56807,0.7967,0.6402,28973
"Wood County, OH",OH,54257,0.7573,0.704,28928
"Northwest Hills Planning Region, CT",CT,47845,0.832,0.7222,28747
"Monroe County, IN",IN,59236,0.6922,0.699,28660
"Rankin County, MS",MS,60133,0.7933,0.6006,28651
"Randolph County, NC",NC,57721,0.7102,0.6941,28455
"Clark County, IN",IN,51242,0.7939,0.699,28437
"Linn County, OR",OR,50729,0.7645,0.7321,28391
"Flagler County, FL",FL,52582,0.7818,0.6892,28333
"Coconino County, AZ",AZ,55118,0.7408,0.6925,28276
"Clark County, OH",OH,55975,0.7126,0.704,28080
"Cumberland County, NJ",NJ,53781,0.7204,0.7189,27852
"Berkeley County, WV",WV,51021,0.8016,0.6809,27847
"Albemarle County, VA",VA,45912,0.8432,0.7172,27763
"Ontario County, NY",NY,48311,0.803,0.7139,27694
"Cambria County, PA",PA,55973,0.6864,0.7156,27491
"Washington County, TN",TN,56759,0.7014,0.6875,27369
"Carver County, MN",MN,41175,0.8849,0.7504,27343
"Grayson County, TX",TX,55248,0.7723,0.6402,27316
"Warren County, KY",KY,55643,0.7106,0.6892,27252
"Calhoun County, MI",MI,53333,0.7156,0.7106,27121
"Douglas County, GA",GA,52079,0.8105,0.6402,27022
"Humboldt County, CA",CA,54922,0.6853,0.7172,26992
"Warren County, NJ",NJ,45391,0.8269,0.7189,26983
"Madison County, IN",IN,53429,0.7195,0.699,26869
"Kaufman County, TX",TX,50990,0.8223,0.6402,26842
"Dallas County, IA",IA,42471,0.8619,0.7288,26678
"Douglas County, KS",KS,50406,0.7376,0.7156,26604
"Henderson County, NC",NC,51067,0.7498,0.6941,26579
"Hanover County, VA",VA,42688,0.8645,0.7172,26468
"Cache County, UT",UT,44439,0.8155,0.7288,26410
"Fayette County, PA",PA,55182,0.6667,0.7156,26327
"Allegan County, MI",MI,45522,0.8124,0.7106,26279
"Pennington County, SD",SD,46370,0.772,0.7338,26268
"Eau Claire County, WI",WI,44726,0.787,0.7438,26180
"Saline County, AR",AR,50203,0.7932,0.657,26164
"Eaton County, MI",MI,45428,0.8086,0.7106,26101
"Bonneville County, ID",ID,44184,0.8082,0.7305,26087
"Platte County, MO",MO,43902,0.842,0.7024,25963
"Cape May County, NJ",NJ,44884,0.8032,0.7189,25917
"Chautauqua County, NY",NY,53393,0.6793,0.7139,25894
"Taylor County, TX",TX,54934,0.7339,0.6402,25810
"Walworth County, WI",WI,43087,0.805,0.7438,25797
"Livingston Parish, LA",LA,53596,0.7673,0.6254,25719
"Blair County, PA",PA,50558,0.7103,0.7156,25699
"Harnett County, NC",NC,49845,0.7396,0.6941,25590
"St. Mary's County, MD",MD,42436,0.8501,0.7057,25459
"Androscoggin County, ME",ME,46953,0.7373,0.7338,25402
"Cass County, MO",MO,43206,0.8359,0.7024,25367
"Fond du Lac County, WI",WI,43243,0.7882,0.7438,25352
"Cowlitz County, WA",WA,43943,0.7734,0.7388,25107
"Jefferson County, NY",NY,47606,0.7346,0.7139,24965
"Miami County, OH",OH,44906,0.7883,0.704,24922
"Richland County, OH",OH,50111,0.7043,0.704,24848
"Madera County, CA",CA,45379,0.7621,0.7172,24804
"Fayette County, GA",GA,44581,0.8682,0.6402,24779
"Flathead County, MT",MT,44233,0.7613,0.7321,24652
"Douglas County, OR",OR,47519,0.7058,0.7321,24555
"Oswego County, NY",NY,47239,0.7279,0.7139,24548
"Pickens County, SC",SC,52414,0.6872,0.6809,24527
"Laramie County, WY",WY,43279,0.7882,0.7189,24522
"Jackson County, MS",MS,57647,0.7077,0.6006,24501
"Burleigh County, ND",ND,41269,0.8101,0.7321,24474
"Wayne County, OH",OH,44365,0.7789,0.704,24328
"Kings County, CA",CA,44052,0.7681,0.7172,24267
"LaSalle County, IL",IL,45373,0.7463,0.7156,24233
"Cochise County, AZ",AZ,50982,0.6854,0.6925,24200
"Lycoming County, PA",PA,46861,0.7198,0.7156,24137
"Ascension Parish, LA",LA,47656,0.8078,0.6254,24075
"Ouachita Parish, LA",LA,61489,0.626,0.6254,24075
"Jasper County, MO",MO,49489,0.6915,0.7024,24038
"St. Croix County, WI",WI,37511,0.8602,0.7438,24000
"Rockwall County, TX",TX,41237,0.9089,0.6402,23996
"Adams County, PA",PA,40841,0.8199,0.7156,23962
"Moore County, NC",NC,44013,0.784,0.6941,23951
"Nevada County, CA",CA,42865,0.7786,0.7172,23936
"Florence County, SC",SC,52856,0.6631,0.6809,23864
"Faulkner County, AR",AR,49309,0.7364,0.657,23858
"Ozaukee County, WI",WI,38309,0.8359,0.7438,23819
"Imperial County, CA",CA,49644,0.6683,0.7172,23796
"Sebastian County, AR",AR,52181,0.6901,0.657,23657
"Northeastern Connecticut Planning Region, CT",CT,39412,0.8283,0.7222,23578
"Bibb County, GA",GA,59921,0.6133,0.6402,23526
"Bossier Parish, LA",LA,50826,0.7399,0.6254,23518
"Franklin County, MO",MO,43036,0.7733,0.7024,23376
"Dubuque County, IA",IA,40989,0.7805,0.7288,23315
"Cecil County, MD",MD,40595,0.8107,0.7057,23226
"Mercer County, PA",PA,46524,0.6969,0.7156,23200
"Matanuska-Susitna Borough, AK",AK,39869,0.8124,0.7156,23179
"Sherburne County, MN",MN,35555,0.8673,0.7504,23141
"Tompkins County, NY",NY,43263,0.7489,0.7139,23131
"Hardin County, KY",KY,44622,0.7514,0.6892,23109
"Grand Traverse County, MI",MI,40287,0.8057,0.7106,23065
"Wayne County, NC",NC,47507,0.698,0.6941,23017
"Yamhill County, OR",OR,39247,0.798,0.7321,22930
"Roanoke County, VA",VA,39725,0.7988,0.7172,22758
"LaPorte County, IN",IN,43633,0.745,0.699,22721
"Bay County, MI",MI,45103,0.7052,0.7106,22603
"Gregg County, TX",TX,48277,0.7311,0.6402,22596
"Maury County, TN",TN,42306,0.7764,0.6875,22582
"Macon County, IL",IL,43468,0.7187,0.7156,22355
"Wichita County, TX",TX,49017,0.7122,0.6402,22349
"Tom Green County, TX",TX,46756,0.7435,0.6402,22256
"Suffolk city, VA",VA,37908,0.8169,0.7172,22211
"Fairbanks North Star Borough, AK",AK,36359,0.8527,0.7156,22187
"Kankakee County, IL",IL,40996,0.7562,0.7156,22184
"Morgan County, AL",AL,49040,0.7107,0.6351,22136
"Clarke County, GA",GA,54454,0.6332,0.6402,22073
"Woodbury County, IA",IA,40699,0.7425,0.7288,22023
"Island County, WA",WA,35972,0.8276,0.7388,21995
"Wicomico County, MD",MD,40470,0.7674,0.7057,21917
"Frederick County, VA",VA,35385,0.8632,0.7172,21906
"Putnam County, NY",NY,35545,0.8632,0.7139,21905
"Nassau County, FL",FL,39307,0.8077,0.6892,21880
"Tangipahoa Parish, LA",LA,51999,0.6701,0.6254,21791
"Newport County, RI",RI,36868,0.8258,0.7139,21735
"Delaware County, IN",IN,46256,0.6703,0.699,21674
"Geauga County, OH",OH,35807,0.8596,0.704,21668
"Grafton County, NH",NH,37107,0.7882,0.7405,21658
"Calvert County, MD",MD,33465,0.9076,0.7057,21435
"Craven County, NC",NC,42871,0.7164,0.6941,21317
"Dodge County, WI",WI,35910,0.7953,0.7438,21242
"Highlands County, FL",FL,46879,0.6568,0.6892,21221
"Bradley County, TN",TN,42596,0.7221,0.6875,21146
"Jefferson County, WI",WI,34873,0.8144,0.7438,21125
"Story County, IA",IA,38904,0.7445,0.7288,21109
"Lenawee County, MI",MI,38871,0.7608,0.7106,21015
"Lancaster County, SC",SC,40128,0.7668,0.6809,20950
"Allen County, OH",OH,41295,0.7189,0.704,20900
"Benton County, OR",OR,38537,0.7384,0.7321,20833
"Wayne County, NY",NY,38404,0.7586,0.7139,20797
"Pottawattamie County, IA",IA,37642,0.7574,0.7288,20778
"Newton County, GA",GA,41203,0.7877,0.6402,20777
"Campbell County, KY",KY,39232,0.7683,0.6892,20773
"Broomfield County, CO",CO,31760,0.895,0.7305,20765
"Limestone County, AL",AL,40953,0.7969,0.6351,20727
"Comanche County, OK",OK,44898,0.7012,0.657,20683
"DeKalb County, IL",IL,39550,0.7306,0.7156,20678
"Daviess County, KY",KY,41639,0.7206,0.6892,20678
"Carroll County, GA",GA,44106,0.7313,0.6402,20649
"Bartow County, GA",GA,40819,0.7897,0.6402,20637
"Monongalia County, WV",WV,44629,0.6789,0.6809,20632
"Madison County, MS",MS,43917,0.7803,0.6006,20582
"St. Lawrence County, NY",NY,41666,0.6883,0.7139,20473
"Roanoke city, VA",VA,43575,0.6522,0.7172,20383
"Manitowoc County, WI",WI,35188,0.7755,0.7438,20296
"Steuben County, NY",NY,39219,0.7198,0.7139,20153
"Christian County, MO",MO,35142,0.811,0.7024,20019
"Craighead County, AR",AR,44437,0.6849,0.657,19996
"Hancock County, IN",IN,33474,0.8538,0.699,19978
"Sevier County, TN",TN,40344,0.7178,0.6875,19909
"Portsmouth city, VA",VA,40288,0.6841,0.7172,19768
"James City County, VA",VA,31990,0.8597,0.7172,19724
"Grant County, WA",WA,35398,0.7542,0.7388,19723
"Rapides Parish, LA",LA,48954,0.644,0.6254,19717
"Nash County, NC",NC,38797,0.7319,0.6941,19709
"Lincoln County, NC",NC,36811,0.7706,0.6941,19690
"Lapeer County, MI",MI,34836,0.7924,0.7106,19614
"Columbiana County, OH",OH,41459,0.6709,0.704,19582
"Rogers County, OK",OK,36672,0.811,0.657,19540
"Clallam County, WA",WA,35046,0.7508,0.7388,19441
"Lowndes County, GA",GA,46106,0.6577,0.6402,19412
"Tuscarawas County, OH",OH,38492,0.7158,0.704,19397
"Garland County, AR",AR,43667,0.6744,0.657,19348
"Cascade County, MT",MT,35615,0.7397,0.7321,19287
"Bastrop County, TX",TX,36868,0.8108,0.6402,19137
"Monroe County, FL",FL,34405,0.8064,0.6892,19122
"Ashtabula County, OH",OH,39245,0.6916,0.704,19108
"Northumberland County, PA",PA,37886,0.7044,0.7156,19098
"Bedford County, VA",VA,33127,0.8038,0.7172,19097
"Polk County, OR",OR,32986,0.7894,0.7321,19062
"Vigo County, IN",IN,42399,0.6399,0.699,18965
"Madison County, TN",TN,40153,0.685,0.6875,18909
"San Juan County, NM",NM,41732,0.6621,0.6842,18904
"Twin Falls County, ID",ID,34754,0.7443,0.7305,18897
"Walton County, FL",FL,34362,0.7968,0.6892,18870
"Calhoun County, AL",AL,45015,0.6572,0.6351,18788
"Hunt County, TX",TX,38466,0.7624,0.6402,18775
"Midland County, MI",MI,34993,0.7546,0.7106,18764
"Terrebonne Parish, LA",LA,42127,0.7121,0.6254,18760
"Sumter County, SC",SC,41083,0.6683,0.6809,18693
"Sutter County, CA",CA,33292,0.7813,0.7172,18654
"Natrona County, WY",WY,33886,0.7648,0.7189,18630
"Houston County, AL",AL,43302,0.6772,0.6351,18624
"Rockingham County, VA",VA,32686,0.7939,0.7172,18611
"Josephine County, OR",OR,36715,0.6906,0.7321,18564
"Madison County, KY",KY,37051,0.7245,0.6892,18500
"Montgomery County, VA",VA,36961,0.6959,0.7172,18448
"Clinton County, MI",MI,31639,0.8169,0.7106,18367
"Chelan County, WA",WA,31520,0.7883,0.7388,18356
"Lewis and Clark County, MT",MT,31215,0.8023,0.7321,18334
"Walton County, GA",GA,35755,0.7993,0.6402,18297
"Cleveland County, NC",NC,38850,0.6777,0.6941,18274
"Rockingham County, NC",NC,39606,0.6644,0.6941,18264
"Chatham County, NC",NC,33004,0.7946,0.6941,18202
"Cheshire County, NH",NH,30620,0.8013,0.7405,18170
"Lewis County, WA",WA,32916,0.7458,0.7388,18136
"Lawrence County, PA",PA,36121,0.7003,0.7156,18101
"Bartholomew County, IN",IN,33359,0.7755,0.699,18083
"Lincoln County, SD",SD,27879,0.8835,0.7338,18075
"Mendocino County, CA",CA,34842,0.7215,0.7172,18029
"Chemung County, NY",NY,35262,0.7149,0.7139,17997
"Franklin County, WA",WA,29890,0.8139,0.7388,17972
"Bannock County, ID",ID,33590,0.7295,0.7305,17901
"Howard County, IN",IN,35593,0.7195,0.699,17901
"Navajo County, AZ",AZ,40063,0.6412,0.6925,17789
"Wood County, WI",WI,32253,0.7411,0.7438,17779
"Rockdale County, GA",GA,34437,0.8041,0.6402,17727
"Clinton County, NY",NY,33556,0.737,0.7139,17654
"Potter County, TX",TX,42581,0.6476,0.6402,17653
"Bullitt County, KY",KY,31747,0.8042,0.6892,17596
"Burke County, NC",NC,36306,0.698,0.6941,17590
"Floyd County, IN",IN,31916,0.7882,0.699,17584
"Leavenworth County, KS",KS,30164,0.8139,0.7156,17567
"Augusta County, VA",VA,31083,0.7861,0.7172,17524
"St. Clair County, AL",AL,35107,0.7838,0.6351,17476
"Portage County, WI",WI,29679,0.7912,0.7438,17466
"Kosciusko County, IN",IN,31934,0.7776,0.699,17358
"Lauderdale County, AL",AL,39258,0.6954,0.6351,17338
"Franklin County, MA",MA,31570,0.7475,0.7338,17316
"Grand Forks County, ND",ND,31295,0.7488,0.7321,17155
"Whitfield County, GA",GA,36834,0.725,0.6402,17095
"Cabell County, WV",WV,39318,0.6384,0.6809,17090
"Boone County, IN",IN,28738,0.8494,0.699,17063
"Hancock County, OH",OH,31615,0.7658,0.704,17044
"Crow Wing County, MN",MN,29402,0.77,0.7504,16988
"Cole County, MO",MO,31086,0.775,0.7024,16921
"Fauquier County, VA",VA,26720,0.8827,0.7172,16916
"Erie County, OH",OH,32482,0.7397,0.704,16915
"Floyd County, GA",GA,36856,0.7157,0.6402,16888
"York County, VA",VA,26968,0.8718,0.7172,16862
"Crawford County, PA",PA,33838,0.6955,0.7156,16840
"Ward County, ND",ND,28568,0.7976,0.7321,16682
"Sauk County, WI",WI,27987,0.8005,0.7438,16663
"Glynn County, GA",GA,35543,0.732,0.6402,16656
"Wagoner County, OK",OK,31379,0.8073,0.657,16643
"Clearfield County, PA",PA,32518,0.7122,0.7156,16573
"Sullivan County, NY",NY,31434,0.7373,0.7139,16545
"Muskingum County, OH",OH,34357,0.6832,0.704,16525
"Carteret County, NC",NC,31977,0.7439,0.6941,16510
"Anderson County, TN",TN,32755,0.7327,0.6875,16501
"Wood County, WV",WV,35836,0.6762,0.6809,16499
"Lafourche Parish, LA",LA,37762,0.6972,0.6254,16465
"Etowah County, AL",AL,39411,0.6577,0.6351,16463
"Warren County, NY",NY,30133,0.765,0.7139,16456
"Grays Harbor County, WA",WA,30628,0.7266,0.7388,16442
"Robeson County, NC",NC,43134,0.5466,0.6941,16363
"Cayuga County, NY",NY,31524,0.7271,0.7139,16362
"Buchanan County, MO",MO,33439,0.6956,0.7024,16339
"Oconee County, SC",SC,34515,0.694,0.6809,16310
"Cape Girardeau County, MO",MO,32454,0.7145,0.7024,16287
"Victoria County, TX",TX,34855,0.7295,0.6402,16278
"Elmore County, AL",AL,32856,0.7786,0.6351,16248
"Marshall County, AL",AL,36459,0.6936,0.6351,16060
"Barrow County, GA",GA,30789,0.813,0.6402,16026
"Robertson County, TN",TN,28255,0.8174,0.6875,15877
"Blue Earth County, MN",MN,27606,0.7606,0.7504,15757
"Indiana County, PA",PA,32487,0.676,0.7156,15715
"Chippewa County, WI",WI,27139,0.7778,0.7438,15700
"Putnam County, TN",TN,33601,0.6793,0.6875,15693
"Umatilla County, OR",OR,28707,0.7457,0.7321,15672
"Cullman County, AL",AL,35347,0.6978,0.6351,15665
"Belknap County, NH",NH,26337,0.8031,0.7405,15663
"Morgan County, IN",IN,28279,0.7911,0.699,15637
"Yuba County, CA",CA,28635,0.7594,0.7172,15597
"Caldwell County, NC",NC,32919,0.6819,0.6941,15581
"Orange County, TX",TX,32437,0.7466,0.6402,15504
"Henderson County, TX",TX,33575,0.7213,0.6402,15503
"Van Buren County, MI",MI,30622,0.7124,0.7106,15501
"Tooele County, UT",UT,23925,0.8879,0.7288,15481
"Cattaraugus County, NY",NY,31895,0.675,0.7139,15370
"Mason County, WA",WA,26029,0.7971,0.7388,15328
"Washington County, VT",VT,25855,0.7941,0.7438,15272
"Jackson County, GA",GA,28402,0.8389,0.6402,15253
"Union County, OH",OH,24232,0.8916,0.704,15210
"Wilson County, NC",NC,33068,0.6623,0.6941,15201
"Franklin County, NC",NC,28529,0.7637,0.6941,15122
"Bowie County, TX",TX,35073,0.6732,0.6402,15117
"Clay County, MN",MN,26442,0.7577,0.7504,15034
"Somerset County, PA",PA,29344,0.7128,0.7156,14968
"Shiawassee County, MI",MI,28126,0.7468,0.7106,14927
"Williamson County, IL",IL,28983,0.7178,0.7156,14887
"Columbia County, WI",WI,24158,0.8229,0.7438,14787
"Butler County, KS",KS,25338,0.8093,0.7156,14674
"Aroostook County, ME",ME,29932,0.668,0.7338,14672
"Ross County, OH",OH,29808,0.6983,0.704,14654
"Windsor County, VT",VT,25293,0.7785,0.7438,14647
"Columbia County, NY",NY,26627,0.7703,0.7139,14643
"Liberty County, TX",TX,31183,0.7324,0.6402,14621
"Warrick County, IN",IN,25163,0.827,0.699,14545
"Carbon County, PA",PA,27255,0.7451,0.7156,14532
"Armstrong County, PA",PA,28035,0.7232,0.7156,14510
"Lonoke County, AR",AR,28554,0.7731,0.657,14504
"Marquette County, MI",MI,28255,0.7222,0.7106,14500
"Vermilion County, IL",IL,30084,0.6688,0.7156,14397
"Angelina County, TX",TX,32271,0.6941,0.6402,14339
"Adams County, IL",IL,27915,0.7167,0.7156,14317
"Kauai County, HI",HI,23632,0.8243,0.7321,14261
"Madison County, NY",NY,26252,0.7598,0.7139,14240
"Coos County, OR",OR,28731,0.677,0.7321,14240
"Otter Tail County, MN",MN,25157,0.7536,0.7504,14226
"Klamath County, OR",OR,28999,0.668,0.7321,14183
"Garfield County, CO",CO,23404,0.8252,0.7305,14109
"Cumberland County, TN",TN,28195,0.7236,0.6875,14027
"Hancock County, ME",ME,25572,0.7472,0.7338,14022
"Talladega County, AL",AL,33644,0.6541,0.6351,13975
"Rice County, MN",MN,23493,0.7912,0.7504,13948
"Oldham County, KY",KY,23025,0.8787,0.6892,13944
"Pike County, PA",PA,24262,0.8026,0.7156,13935
"La Plata County, CO",CO,24378,0.7787,0.7305,13867
"Lynchburg city, VA",VA,28701,0.6736,0.7172,13866
"Georgetown County, SC",SC,27129,0.7504,0.6809,13862
"Barry County, MI",MI,24480,0.7962,0.7106,13850
"Riley County, KS",KS,27695,0.6937,0.7156,13748
"Kershaw County, SC",SC,26897,0.7499,0.6809,13733
"Pender County, NC",NC,25291,0.7812,0.6941,13714
"Lee County, MS",MS,32591,0.699,0.6006,13682
"Kenai Peninsula Borough, AK",AK,24371,0.7824,0.7156,13645
"Rutland County, VT",VT,25321,0.7245,0.7438,13644
"Chisago County, MN",MN,21364,0.8474,0.7504,13586
"Salem County, NJ",NJ,24846,0.7595,0.7189,13565
"Eagle County, CO",CO,22058,0.8408,0.7305,13549
"Genesee County, NY",NY,24873,0.7614,0.7139,13520
"Bulloch County, GA",GA,30856,0.6836,0.6402,13504
"Worcester County, MD",MD,24136,0.7919,0.7057,13489
"Livingston County, NY",NY,24473,0.7686,0.7139,13429
"Haywood County, NC",NC,27123,0.7105,0.6941,13376
"Dougherty County, GA",GA,34280,0.6085,0.6402,13354
"Wise County, TX",TX,25135,0.8277,0.6402,13319
"Herkimer County, NY",NY,25741,0.7237,0.7139,13299
"Washington County, NY",NY,24469,0.7608,0.7139,13289
"Surry County, NC",NC,29869,0.6408,0.6941,13286
"Calumet County, WI",WI,21372,0.8356,0.7438,13284
"Columbia County, PA",PA,26350,0.7039,0.7156,13272
"Lake County, CA",CA,26940,0.6857,0.7172,13248
"Hall County, NE",NE,24587,0.7381,0.7288,13226
"Catoosa County, GA",GA,26653,0.7738,0.6402,13203
"Loudon County, TN",TN,24056,0.7981,0.6875,13199
"McCracken County, KY",KY,27601,0.6932,0.6892,13186
"Allegany County, MD",MD,27382,0.681,0.7057,13160
"Payne County, OK",OK,32609,0.614,0.657,13154
"Valencia County, NM",NM,27583,0.6953,0.6842,13122
"Coryell County, TX",TX,26986,0.7585,0.6402,13105
"Hood County, TX",TX,25523,0.7995,0.6402,13063
"San Benito County, CA",CA,20561,0.8855,0.7172,13059
"Orangeburg County, SC",SC,33077,0.5797,0.6809,13056
"Putnam County, FL",FL,31360,0.604,0.6892,13055
"Effingham County, GA",GA,24287,0.8387,0.6402,13040
"Walla Walla County, WA",WA,23447,0.7522,0.7388,13030
"Lyon County, NV",NV,23745,0.8045,0.6809,13007
"Belmont County, OH",OH,27195,0.6782,0.704,12984
"Columbia County, FL",FL,27430,0.6861,0.6892,12970
"Greene County, TN",TN,28400,0.6625,0.6875,12936
"White County, AR",AR,29629,0.6639,0.657,12923
"Montcalm County, MI",MI,24511,0.7414,0.7106,12913
"Creek County, OK",OK,28246,0.6958,0.657,12912
"Reno County, KS",KS,25592,0.7041,0.7156,12894
"Knox County, OH",OH,23491,0.7786,0.704,12876
"Lincoln County, MO",MO,22817,0.8032,0.7024,12873
"Scott County, KY",KY,22642,0.8233,0.6892,12848
"Jefferson County, WV",WV,22804,0.826,0.6809,12826
"Bradford County, PA",PA,24610,0.725,0.7156,12767
"Jefferson County, OH",OH,27143,0.6677,0.704,12759
"Tehama County, CA",CA,24788,0.7177,0.7172,12758
"Carroll County, NH",NH,21847,0.7869,0.7405,12731
"Lee County, NC",NC,25145,0.7266,0.6941,12682
"Warren County, IA",IA,20679,0.8396,0.7288,12654
"Tuolumne County, CA",CA,22690,0.7765,0.7172,12636
"Ionia County, MI",MI,23355,0.7589,0.7106,12595
"Waupaca County, WI",WI,22571,0.7494,0.7438,12582
"Carson City, NV",NV,23692,0.7763,0.6809,12524
"Wilkes County, NC",NC,27107,0.6636,0.6941,12485
"Harrison County, WV",WV,26353,0.6942,0.6809,12456
"Greenwood County, SC",SC,27884,0.6557,0.6809,12448
"Columbia County, OR",OR,20928,0.812,0.7321,12441
"Sandusky County, OH",OH,24686,0.7135,0.704,12400
"Wayne County, IN",IN,26975,0.6576,0.699,12398
"Grant County, IN",IN,26773,0.6609,0.699,12369
"St. Joseph County, MI",MI,23620,0.7368,0.7106,12366
"Scioto County, OH",OH,28864,0.607,0.704,12335
"Otsego County, NY",NY,23189,0.745,0.7139,12333
"Laurens County, SC",SC,26959,0.6687,0.6809,12275
"Huron County, OH",OH,23490,0.7397,0.704,12233
"Lincoln County, OR",OR,23115,0.7225,0.7321,12226
"Oxford County, ME",ME,24140,0.69,0.7338,12223
"Bristol County, RI",RI,20104,0.8504,0.7139,12205
"Grundy County, IL",IL,20595,0.8277,0.7156,12198
"Raleigh County, WV",WV,29004,0.6168,0.6809,12182
"Putnam County, WV",WV,23251,0.7679,0.6809,12156
"Washington County, OH",OH,24779,0.696,0.704,12141
"Whiteside County, IL",IL,23120,0.7335,0.7156,12135
"Fulton County, NY",NY,22866,0.7421,0.7139,12115
"Pottawatomie County, OK",OK,26927,0.6847,0.657,12114
"Dickson County, TN",TN,21757,0.8089,0.6875,12099
"Stanly County, NC",NC,25240,0.6889,0.6941,12069
"Pickaway County, OH",OH,21899,0.7821,0.704,12058
"Walker County, GA",GA,26355,0.7136,0.6402,12041
"St. Francois County, MO",MO,24816,0.6862,0.7024,11961
"Christian County, KY",KY,25725,0.6745,0.6892,11959
"Franklin County, VA",VA,22999,0.7245,0.7172,11951
"Queen Anne's County, MD",MD,19907,0.8475,0.7057,11905
"Box Elder County, UT",UT,19557,0.831,0.7288,11845
"Marion County, OH",OH,24683,0.6801,0.704,11818
"Pittsylvania County, VA",VA,25020,0.6566,0.7172,11783
"Troup County, GA",GA,26904,0.6834,0.6402,11772
"Campbell County, VA",VA,22240,0.7373,0.7172,11760
"Rutherford County, NC",NC,26642,0.6352,0.6941,11747
"Hamblen County, TN",TN,26146,0.6534,0.6875,11745
"Ogle County, IL",IL,20821,0.7877,0.7156,11736
"Tipton County, TN",TN,22660,0.7525,0.6875,11723
"Marion County, WV",WV,23339,0.7368,0.6809,11709
"Eddy County, NM",NM,23620,0.7236,0.6842,11695
"San Patricio County, TX",TX,25334,0.7202,0.6402,11681
"Franklin County, VT",VT,19963,0.7838,0.7438,11638
"Douglas County, NV",NV,21325,0.8014,0.6809,11637
"Polk County, WI",WI,19542,0.8006,0.7438,11637
"Otero County, NM",NM,24480,0.6946,0.6842,11635
"Harrison County, TX",TX,26287,0.6907,0.6402,11623
"Newton County, MO",MO,22129,0.7473,0.7024,11616
"Isabella County, MI",MI,24914,0.6561,0.7106,11615
"Roane County, TN",TN,22790,0.7411,0.6875,11612
"Saline County, KS",KS,22523,0.7203,0.7156,11610
"Gila County, AZ",AZ,23645,0.7066,0.6925,11570
"Forrest County, MS",MS,30127,0.6383,0.6006,11550
"Spalding County, GA",GA,26471,0.6812,0.6402,11544
"Culpeper County, VA",VA,18924,0.8492,0.7172,11525
"Seneca County, OH",OH,22279,0.733,0.704,11496
"Franklin County, KY",KY,22718,0.7337,0.6892,11487
"Lea County, NM",NM,24670,0.6792,0.6842,11464
"Granville County, NC",NC,22474,0.7318,0.6941,11416
"Goodhue County, MN",MN,19727,0.7702,0.7504,11401
"Lamar County, MS",MS,25381,0.7476,0.6006,11396
"Somerset County, ME",ME,23209,0.6685,0.7338,11384
"Coffee County, TN",TN,23097,0.7165,0.6875,11377
"Winona County, MN",MN,20253,0.7482,0.7504,11371
"St. Landry Parish, LA",LA,32183,0.5647,0.6254,11366
"Garfield County, OK",OK,23893,0.7229,0.657,11347
"Henry County, IL",IL,20272,0.7803,0.7156,11320
"Johnson County, MO",MO,21087,0.7625,0.7024,11293
"Cass County, MI",MI,21207,0.749,0.7106,11288
"Liberty County, GA",GA,23998,0.7329,0.6402,11260
"Pulaski County, KY",KY,26210,0.6233,0.6892,11259
"Boone County, IL",IL,19460,0.8073,0.7156,11243
"Kerr County, TX",TX,22615,0.7727,0.6402,11188
"Dearborn County, IN",IN,20282,0.7874,0.699,11163
"Washington County, VA",VA,22112,0.7033,0.7172,11153
"Bonner County, ID",ID,20283,0.7484,0.7305,11088
"Tuscola County, MI",MI,21498,0.7257,0.7106,11086
"Buffalo County, NE",NE,19984,0.761,0.7288,11084
"Jefferson County, TN",TN,21817,0.739,0.6875,11084
"Laurel County, KY",KY,23996,0.6694,0.6892,11071
"Windham County, VT",VT,19784,0.7513,0.7438,11056
"Ashland County, OH",OH,20720,0.7579,0.704,11055
"Barron County, WI",WI,19955,0.7422,0.7438,11016
"Grant County, WI",WI,19960,0.7415,0.7438,11009
"Crawford County, AR",AR,23357,0.7145,0.657,10964
"Iron County, UT",UT,20157,0.7464,0.7288,10964
"Burnet County, TX",TX,20969,0.8162,0.6402,10957
"Hawkins County, TN",TN,23567,0.676,0.6875,10953
"Kittitas County, WA",WA,19993,0.741,0.7388,10945
"Muskogee County, OK",OK,25739,0.6449,0.657,10906
"Taney County, MO",MO,22788,0.6812,0.7024,10904
"Camden County, GA",GA,21693,0.7851,0.6402,10903
"Walker County, TX",TX,26017,0.654,0.6402,10894
"Autauga County, AL",AL,22917,0.7483,0.6351,10891
"Pope County, AR",AR,24348,0.6798,0.657,10874
"Darke County, OH",OH,21297,0.7252,0.704,10872
"Tioga County, NY",NY,20347,0.7478,0.7139,10862
"Stevens County, WA",WA,19374,0.7585,0.7388,10856
"Hardin County, TX",TX,22222,0.7603,0.6402,10817
"Wayne County, PA",PA,20877,0.7224,0.7156,10792
"Lawrence County, OH",OH,22650,0.6765,0.704,10787
"Auglaize County, OH",OH,18940,0.8076,0.704,10768
"Nye County, NV",NV,22175,0.7122,0.6809,10753
